ticker,sector,industry,name
A,Healthcare,Diagnostics & Research,"Agilent Technologies, Inc."
AA,Basic Materials,Aluminum,Alcoa Corporation
AADX,Industrials,Aerospace & Defense,"Applied Aerospace & Defense, In"
AAL,Industrials,Airlines,"American Airlines Group, Inc."
AAMI,Financial Services,Asset Management,Acadian Asset Management Inc.
AAOI,Technology,Communication Equipment,"Applied Optoelectronics, Inc."
AAON,Industrials,Building Products & Equipment,"AAON, Inc."
AAP,Consumer Cyclical,Auto Parts,Advance Auto Parts Inc.
AAPL,Technology,Consumer Electronics,Apple Inc.
ABBV,Healthcare,Drug Manufacturers - General,AbbVie Inc.
ABCB,Financial Services,Banks - Regional,Ameris Bancorp
ABCL,Healthcare,Biotechnology,AbCellera Biologics Inc.
ABG,Consumer Cyclical,Auto & Truck Dealerships,Asbury Automotive Group Inc
ABNB,Consumer Cyclical,Travel Services,"Airbnb, Inc."
ABSI,Healthcare,Biotechnology,Absci Corporation
ABT,Healthcare,Medical Devices,Abbott Laboratories
ACA,Industrials,Engineering & Construction,"Arcosa, Inc."
ACAD,Healthcare,Biotechnology,ACADIA Pharmaceuticals Inc.
ACGL,Financial Services,Insurance - Diversified,Arch Capital Group Ltd.
ACHC,Healthcare,Medical Care Facilities,"Acadia Healthcare Company, Inc."
ACI,Consumer Defensive,Grocery Stores,"Albertsons Companies, Inc."
ACIW,Technology,Software - Infrastructure,"ACI Worldwide, Inc."
ACLS,Technology,Semiconductor Equipment & Materials,"Axcelis Technologies, Inc."
ACM,Industrials,Engineering & Construction,AECOM
ACMR,Technology,Semiconductor Equipment & Materials,"ACM Research, Inc."
ACN,Technology,Information Technology Services,Accenture plc
ADBE,Technology,Software - Application,Adobe Inc.
ADC,Real Estate,REIT - Retail,Agree Realty Corporation
ADEA,Technology,Software - Application,Adeia Inc.
ADI,Technology,Semiconductors,"Analog Devices, Inc."
ADM,Consumer Defensive,Farm Products,Archer-Daniels-Midland Company
ADP,Technology,Software - Application,"Automatic Data Processing, Inc."
ADPT,Healthcare,Diagnostics & Research,Adaptive Biotechnologies Corpor
ADSK,Technology,Software - Application,"Autodesk, Inc."
ADT,Industrials,Security & Protection Services,ADT Inc.
ADTN,Technology,Communication Equipment,"ADTRAN Holdings, Inc."
AEE,Utilities,Utilities - Regulated Electric,Ameren Corporation
AEG,Financial Services,Insurance - Diversified,Aegon Ltd. New York Registry Sh
AEHR,Technology,Semiconductor Equipment & Materials,Aehr Test Systems
AEIS,Industrials,Electrical Equipment & Parts,"Advanced Energy Industries, Inc"
AEM,Basic Materials,Gold,Agnico Eagle Mines Limited
AEO,Consumer Cyclical,Apparel Retail,"American Eagle Outfitters, Inc."
AEP,Utilities,Utilities - Regulated Electric,American Electric Power Company
AER,Industrials,Rental & Leasing Services,AerCap Holdings N.V.
AES,Utilities,Utilities - Diversified,The AES Corporation
AESI,Energy,Oil & Gas Equipment & Services,Atlas Energy Solutions Inc.
AEVA,Technology,Software - Infrastructure,"Aeva Technologies, Inc."
AFG,Financial Services,Insurance - Property & Casualty,"American Financial Group, Inc."
AFL,Financial Services,Insurance - Life,AFLAC Incorporated
AFRM,Financial Services,Credit Services,"Affirm Holdings, Inc."
AG,Basic Materials,Silver,First Majestic Silver Corp.
AGCO,Industrials,Farm & Heavy Construction Machinery,AGCO Corporation
AGI,Basic Materials,Gold,Alamos Gold Inc.
AGIO,Healthcare,Biotechnology,"Agios Pharmaceuticals, Inc."
AGL,Healthcare,Medical Care Facilities,"agilon health, inc."
AGNC,Real Estate,REIT - Mortgage,AGNC Investment Corp.
AGX,Industrials,Engineering & Construction,"Argan, Inc."
AGYS,Technology,Software - Application,"Agilysys, Inc."
AHR,Real Estate,REIT - Healthcare Facilities,"American Healthcare REIT, Inc."
AI,Technology,Software - Infrastructure,"C3.ai, Inc."
AIG,Financial Services,Insurance - Diversified,"American International Group, I"
AIP,Technology,Semiconductors,"Arteris, Inc."
AIR,Industrials,Aerospace & Defense,AAR Corp.
AIT,Industrials,Industrial Distribution,Applied Industrial Technologies
AIZ,Financial Services,Insurance - Property & Casualty,"Assurant, Inc."
AJG,Financial Services,Insurance Brokers,Arthur J. Gallagher & Co.
AKAM,Technology,Software - Infrastructure,"Akamai Technologies, Inc."
AKR,Real Estate,REIT - Retail,Acadia Realty Trust
ALAB,Technology,Semiconductors,"Astera Labs, Inc."
ALB,Basic Materials,Specialty Chemicals,Albemarle Corporation
ALC,Healthcare,Medical Instruments & Supplies,Alcon Inc.
ALGM,Technology,Semiconductors,"Allegro MicroSystems, Inc."
ALGN,Healthcare,Medical Instruments & Supplies,"Align Technology, Inc."
ALGT,Industrials,Airlines,Allegiant Travel Company
ALHC,Healthcare,Healthcare Plans,"Alignment Healthcare, Inc."
ALK,Industrials,Airlines,"Alaska Air Group, Inc."
ALKS,Healthcare,Drug Manufacturers - Specialty & Generic,Alkermes plc
ALL,Financial Services,Insurance - Property & Casualty,Allstate Corporation (The)
ALLE,Industrials,Security & Protection Services,Allegion plc
ALLY,Financial Services,Credit Services,Ally Financial Inc.
ALM,Basic Materials,Other Industrial Metals & Mining,Almonty Industries Inc.
ALMS,Healthcare,Biotechnology,Alumis Inc.
ALNY,Healthcare,Biotechnology,"Alnylam Pharmaceuticals, Inc."
ALOY,Basic Materials,Other Industrial Metals & Mining,REalloys Inc.
ALSN,Consumer Cyclical,Auto Parts,"Allison Transmission Holdings, "
ALV,Consumer Cyclical,Auto Parts,"Autoliv, Inc."
AM,Energy,Oil & Gas Midstream,Antero Midstream Corporation
AMAT,Technology,Semiconductor Equipment & Materials,"Applied Materials, Inc."
AMBA,Technology,Semiconductor Equipment & Materials,"Ambarella, Inc."
AMBQ,Technology,Semiconductors,"Ambiq Micro, Inc."
AMCR,Consumer Cyclical,Packaging & Containers,Amcor plc
AMD,Technology,Semiconductors,"Advanced Micro Devices, Inc."
AME,Industrials,Specialty Industrial Machinery,"AMETEK, Inc."
AMG,Financial Services,Asset Management,"Affiliated Managers Group, Inc."
AMGN,Healthcare,Drug Manufacturers - General,Amgen Inc.
AMH,Real Estate,REIT - Residential,American Homes 4 Rent
AMKR,Technology,Semiconductor Equipment & Materials,"Amkor Technology, Inc."
AMP,Financial Services,Asset Management,"Ameriprise Financial, Inc."
AMPX,Industrials,Electrical Equipment & Parts,"Amprius Technologies, Inc."
AMR,Basic Materials,Coking Coal,"Alpha Metallurgical Resources, "
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,"Amneal Pharmaceuticals, Inc."
AMRZ,Basic Materials,Building Materials,Amrize Ltd
AMSC,Industrials,Specialty Industrial Machinery,American Superconductor Corpora
AMT,Real Estate,REIT - Specialty,American Tower Corporation (REI
AMTM,Industrials,Specialty Business Services,"Amentum Holdings, Inc."
AMZN,Consumer Cyclical,Internet Retail,"Amazon.com, Inc."
AN,Consumer Cyclical,Auto & Truck Dealerships,"AutoNation, Inc."
ANAB,Healthcare,Biotechnology,"AnaptysBio, Inc."
ANET,Technology,Computer Hardware,"Arista Networks, Inc."
ANF,Consumer Cyclical,Apparel Retail,Abercrombie & Fitch Company
AON,Financial Services,Insurance Brokers,Aon plc
AOS,Industrials,Specialty Industrial Machinery,A.O. Smith Corporation
AOSL,Technology,Semiconductors,Alpha and Omega Semiconductor L
APA,Energy,Oil & Gas E&P,APA Corporation
APAM,Financial Services,Asset Management,Artisan Partners Asset Manageme
APD,Basic Materials,Specialty Chemicals,"Air Products and Chemicals, Inc"
APG,Industrials,Engineering & Construction,APi Group Corporation
APGE,Healthcare,Biotechnology,"Apogee Therapeutics, Inc."
APH,Technology,Electronic Components,Amphenol Corporation
APLD,Technology,Information Technology Services,Applied Digital Corporation
APLE,Real Estate,REIT - Hotel & Motel,"Apple Hospitality REIT, Inc."
APO,Financial Services,Asset Management,"Apollo Global Management, Inc. "
APP,Communication Services,Advertising Agencies,Applovin Corporation
APPF,Technology,Software - Application,"AppFolio, Inc."
APPS,Technology,Software - Application,"Digital Turbine, Inc."
APTV,Consumer Cyclical,Auto Parts,Aptiv PLC
AR,Energy,Oil & Gas E&P,Antero Resources Corporation
ARCB,Industrials,Trucking,ArcBest Corporation
ARCC,Financial Services,Asset Management,Ares Capital Corporation
ARE,Real Estate,REIT - Office,Alexandria Real Estate Equities
ARES,Financial Services,Asset Management,Ares Management Corporation
ARI,Real Estate,REIT - Mortgage,Apollo Commercial Real Estate F
ARMK,Industrials,Specialty Business Services,Aramark
AROC,Energy,Oil & Gas Equipment & Services,"Archrock, Inc."
ARQT,Healthcare,Biotechnology,"Arcutis Biotherapeutics, Inc."
ARR,Real Estate,REIT - Mortgage,"ARMOUR Residential REIT, Inc."
ARRY,Technology,Solar,"Array Technologies, Inc."
ARW,Technology,Electronics & Computer Distribution,"Arrow Electronics, Inc."
ARWR,Healthcare,Biotechnology,"Arrowhead Pharmaceuticals, Inc."
ARXS,Industrials,Aerospace & Defense,"Arxis, Inc."
AS,Consumer Cyclical,Leisure,"Amer Sports, Inc."
ASAN,Technology,Software - Application,"Asana, Inc."
ASB,Financial Services,Banks - Regional,Associated Banc-Corp
ASH,Basic Materials,Specialty Chemicals,Ashland Inc.
ASND,Healthcare,Biotechnology,Ascendis Pharma A/S
ASO,Consumer Cyclical,Specialty Retail,"Academy Sports and Outdoors, In"
ASST,Financial Services,Asset Management,"Strive, Inc."
ASTC,Technology,Scientific & Technical Instruments,Astrotech Corporation
ASTS,Technology,Communication Equipment,"AST SpaceMobile, Inc."
ATAI,Healthcare,Biotechnology,AtaiBeckley Inc.
ATEN,Technology,Software - Infrastructure,"A10 Networks, Inc."
ATEX,Communication Services,Telecom Services,Anterix Inc.
ATI,Industrials,Metal Fabrication,ATI Inc.
ATKR,Industrials,Electrical Equipment & Parts,Atkore Inc.
ATMU,Consumer Cyclical,Auto Parts,Atmus Filtration Technologies I
ATO,Utilities,Utilities - Regulated Gas,Atmos Energy Corporation
ATR,Healthcare,Medical Instruments & Supplies,"AptarGroup, Inc."
ATRC,Healthcare,Medical Instruments & Supplies,"AtriCure, Inc."
ATRO,Industrials,Aerospace & Defense,Astronics Corporation
AU,Basic Materials,Gold,AngloGold Ashanti PLC
AUB,Financial Services,Banks - Regional,Atlantic Union Bankshares Corpo
AUGO,Basic Materials,Gold,Aura Minerals Inc.
AUR,Consumer Cyclical,Auto Parts,"Aurora Innovation, Inc."
AVA,Utilities,Utilities - Diversified,Avista Corporation
AVAV,Industrials,Aerospace & Defense,"AeroVironment, Inc."
AVB,Real Estate,REIT - Residential,"AvalonBay Communities, Inc."
AVEX,Industrials,Aerospace & Defense,AEVEX Corp.
AVGO,Technology,Semiconductors,Broadcom Inc.
AVNT,Basic Materials,Specialty Chemicals,Avient Corporation
AVT,Technology,Electronics & Computer Distribution,"Avnet, Inc."
AVTR,Healthcare,Medical Instruments & Supplies,"Avantor, Inc."
AVY,Consumer Cyclical,Packaging & Containers,Avery Dennison Corporation
AWI,Industrials,Building Products & Equipment,Armstrong World Industries Inc
AWK,Utilities,Utilities - Regulated Water,"American Water Works Company, I"
AX,Financial Services,Banks - Regional,"Axos Financial, Inc."
AXGN,Healthcare,Medical Devices,"AxoGen, Inc."
AXON,Industrials,Aerospace & Defense,"Axon Enterprise, Inc."
AXP,Financial Services,Credit Services,American Express Company
AXS,Financial Services,Insurance - Specialty,Axis Capital Holdings Limited
AXSM,Healthcare,Biotechnology,"Axsome Therapeutics, Inc."
AXTA,Basic Materials,Specialty Chemicals,Axalta Coating Systems Ltd.
AXTI,Technology,Semiconductor Equipment & Materials,AXT Inc
AYI,Industrials,Electrical Equipment & Parts,Acuity Inc.
AZN,Healthcare,Drug Manufacturers - General,AstraZeneca PLC
AZO,Consumer Cyclical,Auto Parts,"AutoZone, Inc."
AZZ,Industrials,Specialty Business Services,AZZ Inc.
B,Basic Materials,Gold,Barrick Mining Corporation
BA,Industrials,Aerospace & Defense,Boeing Company (The)
BAC,Financial Services,Banks - Diversified,Bank of America Corporation
BAH,Industrials,Consulting Services,Booz Allen Hamilton Holding Cor
BALL,Consumer Cyclical,Packaging & Containers,Ball Corporation
BAM,Financial Services,Asset Management,Brookfield Asset Management Inc
BANC,Financial Services,Banks - Regional,"Banc of California, Inc."
BAND,Technology,Software - Infrastructure,Bandwidth Inc.
BAP,Financial Services,Banks - Regional,Credicorp Ltd.
BAX,Healthcare,Medical Instruments & Supplies,Baxter International Inc.
BB,Technology,Software - Infrastructure,BlackBerry Limited
BBIO,Healthcare,Biotechnology,"BridgeBio Pharma, Inc."
BBWI,Consumer Cyclical,Specialty Retail,"Bath & Body Works, Inc."
BBY,Consumer Cyclical,Specialty Retail,"Best Buy Co., Inc."
BC,Consumer Cyclical,Recreational Vehicles,Brunswick Corporation
BCC,Basic Materials,Lumber & Wood Production,"Boise Cascade, L.L.C."
BCE,Communication Services,Telecom Services,"BCE, Inc."
BCO,Industrials,Security & Protection Services,Brinks Company (The)
BCPC,Basic Materials,Specialty Chemicals,Balchem Corporation
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic,"BioCryst Pharmaceuticals, Inc."
BDC,Technology,Communication Equipment,Belden Inc
BDX,Healthcare,Medical Instruments & Supplies,"Becton, Dickinson and Company"
BE,Industrials,Electrical Equipment & Parts,Bloom Energy Corporation
BEAM,Healthcare,Biotechnology,Beam Therapeutics Inc.
BELFA,Technology,Electronic Components,Bel Fuse Inc.
BELFB,Technology,Electronic Components,Bel Fuse Inc.
BEN,Financial Services,Asset Management,"Franklin Templeton, Inc."
BEP,Utilities,Utilities - Renewable,Brookfield Renewable Partners L
BEPC,Utilities,Utilities - Renewable,Brookfield Renewable Corporatio
BF.B,Consumer Defensive,Beverages - Wineries & Distilleries,Brown Forman Inc
BFAM,Consumer Cyclical,Personal Services,Bright Horizons Family Solution
BFH,Financial Services,Credit Services,"Bread Financial Holdings, Inc."
BFLY,Healthcare,Medical Devices,"Butterfly Network, Inc."
BG,Consumer Defensive,Farm Products,Bunge Limited
BGC,Financial Services,Capital Markets,"BGC Group, Inc."
BH,Consumer Cyclical,Restaurants,Biglari Holdings Inc.
BH.A,Consumer Cyclical,Restaurants,Biglari Holdings Inc.
BHE,Technology,Electronic Components,"Benchmark Electronics, Inc."
BHF,Financial Services,Insurance - Life,"Brighthouse Financial, Inc."
BHVN,Healthcare,Biotechnology,Biohaven Ltd.
BIIB,Healthcare,Drug Manufacturers - General,Biogen Inc.
BILL,Technology,Software - Application,"BILL Holdings, Inc."
BIO,Healthcare,Medical Devices,"Bio-Rad Laboratories, Inc."
BIP,Utilities,Utilities - Diversified,Brookfield Infrastructure Partn
BIPC,Utilities,Utilities - Regulated Gas,Brookfield Infrastructure Corpo
BIRK,Consumer Cyclical,Footwear & Accessories,Birkenstock Holding plc
BJ,Consumer Defensive,Discount Stores,"BJ's Wholesale Club Holdings, I"
BKD,Healthcare,Medical Care Facilities,Brookdale Senior Living Inc.
BKH,Utilities,Utilities - Regulated Gas,Black Hills Corporation
BKNG,Consumer Cyclical,Travel Services,Booking Holdings Inc. Common St
BKR,Energy,Oil & Gas Equipment & Services,Baker Hughes Company
BKSY,Industrials,Specialty Business Services,BlackSky Technology Inc.
BKU,Financial Services,Banks - Regional,"BankUnited, Inc."
BL,Technology,Software - Application,"BlackLine, Inc."
BLBD,Industrials,Farm & Heavy Construction Machinery,Blue Bird Corporation
BLDR,Industrials,Building Products & Equipment,"Builders FirstSource, Inc."
BLFS,Healthcare,Medical Instruments & Supplies,"BioLife Solutions, Inc."
BLK,Financial Services,Asset Management,"BlackRock, Inc."
BLLN,Healthcare,Diagnostics & Research,"BillionToOne, Inc."
BLSH,Technology,Software - Infrastructure,Bullish
BLZE,Technology,Software - Infrastructure,"Backblaze, Inc."
BMI,Technology,Scientific & Technical Instruments,"Badger Meter, Inc."
BMNR,Financial Services,Capital Markets,"BitMine Immersion Technologies,"
BMO,Financial Services,Banks - Diversified,Bank Of Montreal
BMRN,Healthcare,Biotechnology,BioMarin Pharmaceutical Inc.
BMY,Healthcare,Drug Manufacturers - General,Bristol-Myers Squibb Company
BN,Financial Services,Asset Management,Brookfield Corporation
BNL,Real Estate,REIT - Diversified,"Broadstone Net Lease, Inc."
BNS,Financial Services,Banks - Diversified,Bank Nova Scotia Halifax Pfd 3
BNY,Financial Services,Banks - Diversified,The Bank of New York Mellon Cor
BOH,Financial Services,Banks - Regional,Bank of Hawaii Corporation
BOKF,Financial Services,Banks - Regional,BOK Financial Corporation
BOOT,Consumer Cyclical,Apparel Retail,"Boot Barn Holdings, Inc."
BOX,Technology,Software - Infrastructure,"Box, Inc."
BPOP,Financial Services,Banks - Regional,"Popular, Inc."
BR,Technology,Information Technology Services,"Broadridge Financial Solutions,"
BRBR,Consumer Defensive,Packaged Foods,"BellRing Brands, Inc."
BRK.A,Financial Services,Insurance - Diversified,Berkshire Hathaway Inc.
BRK.B,Financial Services,Insurance - Diversified,Berkshire Hathaway Inc. New
BRKR,Healthcare,Medical Devices,Bruker Corporation
BRO,Financial Services,Insurance Brokers,"Brown & Brown, Inc."
BROS,Consumer Cyclical,Restaurants,Dutch Bros Inc.
BRUN,Technology,Software - Infrastructure,Boost Run Inc.
BRX,Real Estate,REIT - Retail,Brixmor Property Group Inc.
BRZE,Technology,Software - Application,"Braze, Inc."
BSX,Healthcare,Medical Devices,Boston Scientific Corporation
BSY,Technology,Software - Application,"Bentley Systems, Incorporated"
BTDR,Technology,Software - Application,Bitdeer Technologies Group
BTSG,Healthcare,Health Information Services,"BrightSpring Health Services, I"
BTU,Energy,Thermal Coal,Peabody Energy Corporation
BULL,Technology,Software - Application,Webull Corporation
BURL,Consumer Cyclical,Apparel Retail,"Burlington Stores, Inc."
BW,Industrials,Specialty Industrial Machinery,"Babcock & Wilcox Enterprises, I"
BWA,Consumer Cyclical,Auto Parts,BorgWarner Inc.
BWIN,Financial Services,Insurance Brokers,"The Baldwin Insurance Group, In"
BWXT,Industrials,Aerospace & Defense,"BWX Technologies, Inc."
BX,Financial Services,Asset Management,Blackstone Inc.
BXP,Real Estate,REIT - Office,"BXP, Inc."
BXSL,Financial Services,Asset Management,Blackstone Secured Lending Fund
BYD,Consumer Cyclical,Resorts & Casinos,Boyd Gaming Corporation
C,Financial Services,Banks - Diversified,"Citigroup, Inc."
CACC,Financial Services,Credit Services,Credit Acceptance Corporation
CACI,Technology,Information Technology Services,"CACI International, Inc."
CAG,Consumer Defensive,Packaged Foods,"ConAgra Brands, Inc."
CAH,Healthcare,Medical Distribution,"Cardinal Health, Inc."
CAI,Healthcare,Biotechnology,"Caris Life Sciences, Inc."
CAKE,Consumer Cyclical,Restaurants,The Cheesecake Factory Incorpor
CALM,Consumer Defensive,Farm Products,"Cal-Maine Foods, Inc."
CALX,Technology,Software - Infrastructure,"Calix, Inc"
CALY,Consumer Cyclical,Leisure,Callaway Golf Company
CAMT,Technology,Semiconductor Equipment & Materials,Camtek Ltd.
CAR,Industrials,Rental & Leasing Services,"Avis Budget Group, Inc."
CARG,Communication Services,Internet Content & Information,"CarGurus, Inc."
CARR,Industrials,Building Products & Equipment,Carrier Global Corporation
CART,Consumer Cyclical,Internet Retail,Maplebear Inc.
CASY,Consumer Cyclical,Specialty Retail,"Caseys General Stores, Inc."
CAT,Industrials,Farm & Heavy Construction Machinery,"Caterpillar, Inc."
CATY,Financial Services,Banks - Regional,Cathay General Bancorp
CAVA,Consumer Cyclical,Restaurants,"CAVA Group, Inc."
CB,Financial Services,Insurance - Property & Casualty,Chubb Limited
CBOE,Financial Services,Financial Data & Stock Exchanges,"Cboe Global Markets, Inc."
CBRE,Real Estate,Real Estate Services,CBRE Group Inc
CBRL,Consumer Cyclical,Restaurants,Cracker Barrel Old Country Stor
CBRS,Technology,Semiconductors,Cerebras Systems Inc.
CBSH,Financial Services,Banks - Regional,"Commerce Bancshares, Inc."
CBT,Basic Materials,Specialty Chemicals,Cabot Corporation
CBZ,Industrials,Specialty Business Services,"CBIZ, Inc."
CC,Basic Materials,Specialty Chemicals,Chemours Company (The)
CCC,Technology,Software - Application,CCC Intelligent Solutions Holdi
CCEP,Consumer Defensive,Beverages - Non-Alcoholic,Coca-Cola Europacific Partners 
CCI,Real Estate,REIT - Specialty,Crown Castle Inc.
CCJ,Energy,Uranium,Cameco Corporation
CCK,Consumer Cyclical,Packaging & Containers,"Crown Holdings, Inc."
CCL,Consumer Cyclical,Travel Services,Carnival Corporation Ltd.
CCXI,Financial Services,Shell Companies,Churchill Capital Corp XI
CDE,Basic Materials,Gold,"Coeur Mining, Inc."
CDNA,Healthcare,Diagnostics & Research,"CareDx, Inc."
CDNL,Industrials,Engineering & Construction,Cardinal Infrastructure Group I
CDNS,Technology,Software - Application,"Cadence Design Systems, Inc."
CDP,Real Estate,REIT - Office,COPT Defense Properties
CDW,Technology,Information Technology Services,CDW Corporation
CE,Basic Materials,Chemicals,Celanese Corporation
CECO,Industrials,Pollution & Treatment Controls,CECO Environmental Corp.
CEG,Utilities,Utilities - Independent Power Producers,Constellation Energy Corporatio
CELC,Healthcare,Biotechnology,Celcuity Inc.
CELH,Consumer Defensive,Beverages - Non-Alcoholic,"Celsius Holdings, Inc."
CENX,Basic Materials,Aluminum,Century Aluminum Company
CEVA,Technology,Semiconductors,"CEVA, Inc."
CF,Basic Materials,Agricultural Inputs,"CF Industries Holdings, Inc."
CFG,Financial Services,Banks - Regional,"Citizens Financial Group, Inc."
CFR,Financial Services,Banks - Regional,"Cullen/Frost Bankers, Inc."
CG,Financial Services,Asset Management,The Carlyle Group Inc.
CGNX,Technology,Scientific & Technical Instruments,Cognex Corporation
CGON,Healthcare,Biotechnology,"CG Oncology, Inc."
CHD,Consumer Defensive,Household & Personal Products,"Church & Dwight Company, Inc."
CHDN,Consumer Cyclical,Gambling,"Churchill Downs, Incorporated"
CHE,Healthcare,Medical Care Facilities,Chemed Corp
CHEF,Consumer Defensive,Food Distribution,"The Chefs' Warehouse, Inc."
CHH,Consumer Cyclical,Lodging,"Choice Hotels International, In"
CHKP,Technology,Software - Infrastructure,Check Point Software Technologi
CHRD,Energy,Oil & Gas E&P,Chord Energy Corporation
CHRW,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc."
CHTR,Communication Services,Telecom Services,"Charter Communications, Inc."
CHWY,Consumer Cyclical,Internet Retail,"Chewy, Inc."
CHYM,Technology,Software - Application,"Chime Financial, Inc."
CI,Healthcare,Healthcare Plans,The Cigna Group
CIEN,Technology,Communication Equipment,Ciena Corporation
CIFR,Technology,Information Technology Services,Cipher Digital Inc.
CINF,Financial Services,Insurance - Property & Casualty,Cincinnati Financial Corporatio
CL,Consumer Defensive,Household & Personal Products,Colgate-Palmolive Company
CLBK,Financial Services,Banks - Regional,"Columbia Financial, Inc."
CLDX,Healthcare,Biotechnology,"Celldex Therapeutics, Inc."
CLF,Basic Materials,Steel,Cleveland-Cliffs Inc.
CLH,Industrials,Waste Management,"Clean Harbors, Inc."
CLMT,Basic Materials,Specialty Chemicals,"Calumet, Inc"
CLS,Technology,Electronic Components,"Celestica, Inc."
CLSK,Financial Services,Capital Markets,"CleanSpark, Inc."
CLX,Consumer Defensive,Household & Personal Products,Clorox Company (The)
CM,Financial Services,Banks - Diversified,Canadian Imperial Bank of Comme
CMC,Industrials,Metal Fabrication,Commercial Metals Company
CMCSA,Communication Services,Telecom Services,Comcast Corporation
CME,Financial Services,Financial Data & Stock Exchanges,CME Group Inc.
CMG,Consumer Cyclical,Restaurants,"Chipotle Mexican Grill, Inc."
CMI,Industrials,Specialty Industrial Machinery,Cummins Inc.
CMS,Utilities,Utilities - Regulated Electric,CMS Energy Corporation
CNC,Healthcare,Healthcare Plans,Centene Corporation
CNH,Industrials,Farm & Heavy Construction Machinery,CNH Industrial N.V.
CNI,Industrials,Railroads,Canadian National Railway Compa
CNK,Communication Services,Entertainment,Cinemark Holdings Inc Cinemark 
CNM,Industrials,Industrial Distribution,"Core & Main, Inc."
CNO,Financial Services,Insurance - Life,"CNO Financial Group, Inc."
CNP,Utilities,Utilities - Regulated Electric,"CenterPoint Energy, Inc (Holdin"
CNQ,Energy,Oil & Gas E&P,Canadian Natural Resources Limi
CNR,Energy,Thermal Coal,"Core Natural Resources, Inc."
CNX,Energy,Oil & Gas E&P,CNX Resources Corporation
CNXC,Technology,Information Technology Services,Concentrix Corporation
COCO,Consumer Defensive,Beverages - Non-Alcoholic,"The Vita Coco Company, Inc."
COF,Financial Services,Credit Services,Capital One Financial Corporati
COGT,Healthcare,Biotechnology,"Cogent Biosciences, Inc."
COHR,Technology,Scientific & Technical Instruments,Coherent Corp.
COHU,Technology,Semiconductor Equipment & Materials,"Cohu, Inc."
COIN,Financial Services,Financial Data & Stock Exchanges,"Coinbase Global, Inc."
COKE,Consumer Defensive,Beverages - Non-Alcoholic,"Coca-Cola Consolidated, Inc."
COLB,Financial Services,Banks - Regional,"Columbia Banking System, Inc."
COLD,Real Estate,REIT - Industrial,"Americold Realty Trust, Inc."
COLM,Consumer Cyclical,Apparel Manufacturing,Columbia Sportswear Company
COMP,Real Estate,Real Estate Services,"Compass, Inc."
COO,Healthcare,Medical Instruments & Supplies,"The Cooper Companies, Inc."
COP,Energy,Oil & Gas E&P,ConocoPhillips
COR,Healthcare,Medical Distribution,"Cencora, Inc."
CORT,Healthcare,Biotechnology,Corcept Therapeutics Incorporat
CORZ,Technology,Software - Infrastructure,"Core Scientific, Inc."
COST,Consumer Defensive,Discount Stores,Costco Wholesale Corporation
COUR,Consumer Defensive,Education & Training Services,"Coursera, Inc."
CP,Industrials,Railroads,Canadian Pacific Kansas City Li
CPA,Industrials,Airlines,"Copa Holdings, S.A."
CPAY,Technology,Software - Infrastructure,"Corpay, Inc."
CPB,Consumer Defensive,Packaged Foods,The Campbell's Company
CPNG,Consumer Cyclical,Internet Retail,"Coupang, Inc."
CPRI,Consumer Cyclical,Luxury Goods,Capri Holdings Limited
CPRT,Industrials,Specialty Business Services,"Copart, Inc."
CPT,Real Estate,REIT - Residential,Camden Property Trust
CR,Industrials,Specialty Industrial Machinery,Crane Company
CRBG,Financial Services,Asset Management,Corebridge Financial Inc.
CRC,Energy,Oil & Gas E&P,California Resources Corporatio
CRCL,Financial Services,Capital Markets,"Circle Internet Group, Inc."
CRDO,Technology,Semiconductors,Credo Technology Group Holding 
CRGY,Energy,Oil & Gas E&P,Crescent Energy Company
CRH,Basic Materials,Building Materials,CRH PLC
CRI,Consumer Cyclical,Apparel Retail,"Carter's, Inc."
CRK,Energy,Oil & Gas E&P,"Comstock Resources, Inc."
CRL,Healthcare,Diagnostics & Research,Charles River Laboratories Inte
CRM,Technology,Software - Application,"Salesforce, Inc."
CRML,Basic Materials,Other Industrial Metals & Mining,Critical Metals Corp.
CRNX,Healthcare,Biotechnology,"Crinetics Pharmaceuticals, Inc."
CROX,Consumer Cyclical,Footwear & Accessories,"Crocs, Inc."
CRS,Industrials,Metal Fabrication,Carpenter Technology Corporatio
CRSP,Healthcare,Biotechnology,CRISPR Therapeutics AG
CRUS,Technology,Semiconductors,"Cirrus Logic, Inc."
CRWD,Technology,Software - Infrastructure,"CrowdStrike Holdings, Inc."
CRWV,Technology,Software - Infrastructure,"CoreWeave, Inc."
CSCO,Technology,Communication Equipment,"Cisco Systems, Inc."
CSGP,Real Estate,Real Estate Services,"CoStar Group, Inc."
CSIQ,Technology,Solar,Canadian Solar Inc.
CSL,Industrials,Building Products & Equipment,Carlisle Companies Incorporated
CSTM,Basic Materials,Aluminum,Constellium SE
CSW,Industrials,Specialty Industrial Machinery,"CSW Industrials, Inc."
CSX,Industrials,Railroads,CSX Corporation
CTAS,Industrials,Specialty Business Services,Cintas Corporation
CTRE,Real Estate,REIT - Healthcare Facilities,"CareTrust REIT, Inc."
