number,ticker,cp,entry,exit,expiration,dte,hold_days,strike,open_entry,delta_entry,value_at_exit,exit_src,profit,return_pct
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,285.0,1.26,0.0981,2.4,tradier_close,114.0,90.5
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,170.0,52.74,0.8363,59.3,athena_mid,656.5,12.4
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,214.0,2.82,0.468,8.3,tradier_close,548.0,194.3
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,188.0,26.22,0.8577,32.0,tradier_close,578.0,22.0
11,IWM,C,2024-07-11,2024-07-19,2026-01-16,554,8,230.0,14.6,0.4863,20.99,athena_mid,639.0,43.8
11,IWM,C,2024-07-11,2024-07-19,2026-12-18,890,8,130.0,90.0,0.9187,97.1,athena_mid,710.0,7.9
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,226.0,0.09,0.0393,0.01,tradier_close,-8.0,-88.9
11,IWM,C,2024-07-11,2024-07-19,2024-07-25,14,8,202.0,7.4,0.8706,14.73,tradier_close,733.0,99.1
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,194.0,15.3,0.9344,23.23,athena_mid,792.5,51.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,187.0,24.78,0.9413,30.71,athena_mid,593.5,24.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,205.0,7.01,0.7158,15.86,tradier_close,885.0,126.2
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,250.0,0.11,0.0143,0.24,tradier_close,13.0,118.2
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,213.0,3.7,0.5069,9.2,tradier_close,550.0,148.6
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,145.0,63.92,0.9978,73.16,athena_mid,923.5,14.4
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,210.0,6.28,0.5966,12.83,tradier_close,655.0,104.3
11,IWM,C,2024-07-11,2024-07-19,2025-06-30,354,8,186.0,36.13,0.7953,42.47,athena_mid,633.5,17.5
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,245.0,0.02,0.0001,0.01,tradier_close,-1.0,-50.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,135.0,74.45,0.9996,83.02,athena_mid,856.5,11.5
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,245.0,0.27,0.0738,1.29,tradier_close,102.0,377.8
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,214.0,8.0,0.5282,13.86,athena_mid,586.0,73.2
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,217.0,7.6,0.4954,13.64,tradier_close,604.0,79.5
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,280.0,0.7,0.0709,1.68,tradier_close,98.0,140.0
11,IWM,C,2024-07-11,2024-07-19,2025-06-30,354,8,219.0,14.89,0.5329,20.98,tradier_close,609.0,40.9
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,280.0,2.52,0.1368,4.42,tradier_close,190.0,75.4
11,IWM,C,2024-07-11,2024-07-19,2024-07-22,11,8,199.0,9.28,0.9341,17.68,athena_mid,839.5,90.5
11,IWM,C,2024-07-11,2024-07-19,2024-07-26,15,8,211.0,1.59,0.5396,6.55,tradier_close,496.0,311.9
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,221.0,2.31,0.3495,6.64,tradier_close,433.0,187.4
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,245.0,1.72,0.1728,4.14,tradier_close,242.0,140.7
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,212.0,12.1,0.5736,17.8,tradier_close,570.0,47.1
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,171.0,47.73,0.863,54.63,athena_mid,690.0,14.5
11,IWM,C,2024-07-11,2024-07-19,2025-06-30,354,8,200.0,24.07,0.702,32.05,athena_mid,797.5,33.1
11,IWM,C,2024-07-11,2024-07-19,2026-12-18,890,8,265.0,12.1,0.3462,16.2,athena_mid,410.0,33.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,197.0,12.89,0.8626,21.11,athena_mid,822.0,63.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,235.0,0.2,0.0764,1.08,tradier_close,88.0,440.0
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,213.0,6.21,0.5289,12.48,tradier_close,627.0,101.0
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,310.0,0.09,0.0039,0.19,tradier_close,10.0,111.1
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,192.0,25.16,0.7938,32.11,athena_mid,695.0,27.6
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,223.0,7.42,0.4271,11.59,tradier_close,417.0,56.2
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,193.0,17.98,0.9834,24.0,tradier_close,602.0,33.5
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,211.0,6.98,0.5686,13.78,tradier_close,680.0,97.4
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,180.0,42.49,0.8108,49.53,athena_mid,704.0,16.6
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,275.0,2.52,0.1569,4.99,tradier_close,247.0,98.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,204.0,10.33,0.7338,15.88,athena_mid,555.5,53.8
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,100.0,109.04,1.0,117.62,athena_mid,858.5,7.9
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,220.0,2.56,0.3687,7.13,tradier_close,457.0,178.5
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,206.0,10.05,0.661,17.38,tradier_close,733.0,72.9
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,200.0,17.41,0.7237,25.8,tradier_close,839.0,48.2
11,IWM,C,2024-07-11,2024-07-19,2025-06-30,354,8,240.0,7.57,0.3373,11.44,tradier_close,387.0,51.1
11,IWM,C,2024-07-11,2024-07-19,2026-01-16,554,8,215.0,23.3,0.5954,28.25,tradier_close,495.0,21.2
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,212.0,1.99,0.5043,7.03,tradier_close,504.0,253.3
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,220.0,0.65,0.262,3.43,tradier_close,278.0,427.7
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,195.0,16.41,0.8451,25.44,tradier_close,903.0,55.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,230.0,1.0,0.2074,3.77,tradier_close,277.0,277.0
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,196.0,19.96,0.7602,28.34,athena_mid,838.0,42.0
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,208.0,13.52,0.628,20.27,athena_mid,675.5,50.0
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,208.0,16.34,0.6287,23.27,athena_mid,693.5,42.4
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,295.0,1.97,0.0962,3.98,athena_mid,200.5,101.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,224.0,0.58,0.1992,2.77,tradier_close,219.0,377.6
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,213.0,3.14,0.4979,8.82,tradier_close,568.0,180.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,215.0,3.83,0.4521,7.98,tradier_close,415.0,108.4
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,205.0,13.83,0.6599,21.77,tradier_close,794.0,57.4
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,220.0,6.52,0.4553,12.69,tradier_close,617.0,94.6
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,255.0,0.81,0.1085,2.61,tradier_close,180.0,222.2
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,203.0,23.04,0.6844,29.8,athena_mid,675.5,29.3
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,210.0,21.32,0.6232,28.7,tradier_close,738.0,34.6
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,197.0,12.29,0.8961,20.69,athena_mid,840.0,68.3
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,180.0,29.08,0.9717,37.58,athena_mid,850.0,29.2
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,226.0,0.41,0.1648,2.29,tradier_close,188.0,458.5
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,211.0,3.9,0.5574,10.26,tradier_close,636.0,163.1
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,90.0,119.65,1.0,127.5,athena_mid,785.5,6.6
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,190.0,25.75,0.8365,31.87,tradier_close,612.0,23.8
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,191.0,28.08,0.783,35.37,athena_mid,728.5,25.9
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,295.0,0.93,0.0709,1.82,tradier_close,89.0,95.7
11,IWM,C,2024-07-11,2024-07-19,2026-01-16,554,8,181.0,45.0,0.7959,51.26,athena_mid,626.0,13.9
11,IWM,C,2024-07-11,2024-07-19,2026-06-18,707,8,260.0,9.98,0.3219,14.2,tradier_close,422.0,42.3
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,209.0,4.86,0.6146,11.54,tradier_close,668.0,137.4
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,210.0,4.36,0.5864,10.9,tradier_close,654.0,150.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,150.0,62.35,0.9955,68.23,athena_mid,588.5,9.4
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,218.0,7.27,0.4837,13.51,tradier_close,624.0,85.8
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,200.0,23.84,0.7094,32.13,tradier_close,829.0,34.8
11,IWM,C,2024-07-11,2024-07-19,2025-06-30,354,8,225.0,11.27,0.4752,17.14,athena_mid,586.5,52.0
11,IWM,C,2024-07-11,2024-07-19,2024-07-26,15,8,204.0,5.42,0.8132,12.95,tradier_close,753.0,138.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,190.0,20.68,0.9631,26.69,tradier_close,601.0,29.1
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,285.0,0.06,0.0046,0.1,tradier_close,4.0,66.7
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,207.0,12.7,0.6347,20.19,athena_mid,749.0,59.0
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,208.0,12.7,0.6219,19.52,athena_mid,682.0,53.7
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,218.0,8.17,0.4913,14.61,tradier_close,644.0,78.8
11,IWM,C,2024-07-11,2024-07-19,2025-02-21,225,8,240.0,4.0,0.2593,7.09,tradier_close,309.0,77.2
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,245.0,3.56,0.2366,6.69,tradier_close,313.0,87.9
11,IWM,C,2024-07-11,2024-07-19,2024-07-26,15,8,200.0,8.74,0.8944,17.05,tradier_close,831.0,95.1
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,221.0,0.82,0.261,3.9,tradier_close,308.0,375.6
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,230.0,0.26,0.1115,1.41,tradier_close,115.0,442.3
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,115.0,94.28,1.0,102.77,athena_mid,849.0,9.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,199.0,12.86,0.8009,21.33,tradier_close,847.0,65.9
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,200.0,12.65,0.7876,20.59,tradier_close,794.0,62.8
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,206.0,13.45,0.6482,20.6,athena_mid,715.0,53.2
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,204.0,21.01,0.6757,29.04,athena_mid,803.0,38.2
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,260.0,2.6,0.2071,5.67,tradier_close,307.0,118.1
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,275.0,0.03,0.0001,0.05,tradier_close,2.0,66.7
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,202.0,11.4,0.7446,19.21,athena_mid,781.0,68.5
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,176.0,38.1,0.9057,44.28,athena_mid,618.5,16.2
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,195.0,20.86,0.7699,29.14,athena_mid,828.0,39.7
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,202.0,16.85,0.7019,24.43,athena_mid,757.5,45.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,198.0,11.63,0.8857,19.73,athena_mid,809.5,69.6
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,225.0,0.47,0.1814,2.52,tradier_close,205.0,436.2
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,215.0,5.38,0.4889,11.13,tradier_close,575.0,106.9
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,210.0,9.43,0.5964,16.6,tradier_close,717.0,76.0
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,232.0,6.68,0.3636,10.86,athena_mid,418.0,62.6
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,255.0,5.12,0.2671,8.87,athena_mid,374.5,73.1
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,260.0,5.0,0.2348,7.74,tradier_close,274.0,54.8
11,IWM,C,2024-07-11,2024-07-19,2026-06-18,707,8,205.0,31.35,0.668,38.74,athena_mid,739.5,23.6
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,197.0,14.88,0.8246,23.18,athena_mid,830.0,55.8
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,230.0,1.54,0.2394,4.77,tradier_close,323.0,209.7
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,210.0,12.0,0.6011,19.0,tradier_close,700.0,58.3
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,215.0,9.51,0.5321,15.99,tradier_close,648.0,68.1
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,206.0,19.59,0.6577,27.72,athena_mid,813.0,41.5
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,290.0,2.82,0.1014,4.66,tradier_close,184.0,65.2
11,IWM,C,2024-07-11,2024-07-19,2024-07-25,14,8,197.0,14.07,0.9456,19.77,athena_mid,569.5,40.5
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,202.0,7.79,0.826,15.49,athena_mid,770.0,98.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,207.0,8.54,0.6652,13.65,tradier_close,511.0,59.8
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,221.0,7.16,0.4413,12.0,tradier_close,484.0,67.6
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,135.0,82.69,0.9252,89.0,athena_mid,631.0,7.6
11,IWM,C,2024-07-11,2024-07-19,2024-07-25,14,8,208.0,2.67,0.6849,9.08,tradier_close,641.0,240.1
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,202.0,14.71,0.7182,22.77,tradier_close,806.0,54.8
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,217.0,8.13,0.4979,14.07,tradier_close,594.0,73.1
11,IWM,C,2024-07-11,2024-07-19,2025-02-21,225,8,230.0,5.63,0.364,10.69,tradier_close,506.0,89.9
11,IWM,C,2024-07-11,2024-07-19,2024-07-23,12,8,208.0,2.45,0.6971,8.7,tradier_close,625.0,255.1
11,IWM,C,2024-07-11,2024-07-19,2024-07-23,12,8,209.0,1.84,0.6455,7.76,tradier_close,592.0,321.7
11,IWM,C,2024-07-11,2024-07-19,2024-07-26,15,8,216.0,0.52,0.3048,2.99,tradier_close,247.0,475.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,191.0,19.7,0.9569,26.18,athena_mid,648.5,32.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,100.0,109.64,1.0,117.08,athena_mid,744.5,6.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,192.0,17.13,0.9088,26.36,tradier_close,923.0,53.9
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,198.0,20.53,0.7397,26.77,athena_mid,623.5,30.4
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,206.0,13.28,0.6475,20.87,athena_mid,759.0,57.2
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,221.0,7.0,0.4521,13.05,tradier_close,605.0,86.4
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,225.0,8.0,0.4371,13.65,tradier_close,565.0,70.6
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,260.0,1.75,0.1458,4.02,tradier_close,227.0,129.7
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,255.0,6.62,0.254,11.0,tradier_close,438.0,66.2
11,IWM,C,2024-07-11,2024-07-19,2024-07-23,12,8,206.0,3.67,0.788,10.8,tradier_close,713.0,194.3
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,207.0,4.85,0.6893,12.11,tradier_close,726.0,149.7
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,85.0,123.71,1.0,132.46,athena_mid,874.5,7.1
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,197.0,20.48,0.7502,27.55,athena_mid,707.0,34.5
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,212.0,14.63,0.5854,20.55,tradier_close,592.0,40.5
11,IWM,C,2024-07-11,2024-07-19,2026-06-18,707,8,195.0,39.38,0.7204,44.34,athena_mid,496.5,12.6
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,201.0,7.36,0.922,15.68,tradier_close,832.0,113.0
11,IWM,C,2024-07-11,2024-07-19,2024-07-22,11,8,204.0,4.91,0.8489,12.5,tradier_close,759.0,154.6
11,IWM,C,2024-07-11,2024-07-19,2024-07-23,12,8,211.0,1.0,0.5346,6.23,tradier_close,523.0,523.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,209.0,7.42,0.6078,14.36,tradier_close,694.0,93.5
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,165.0,44.91,0.9531,53.74,athena_mid,883.5,19.7
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,208.0,8.61,0.6256,15.69,tradier_close,708.0,82.2
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,180.0,35.55,0.893,41.74,athena_mid,619.0,17.4
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,172.0,47.65,0.8597,53.77,athena_mid,612.0,12.8
11,IWM,C,2024-07-11,2024-07-19,2025-09-19,435,8,240.0,9.5,0.3789,13.8,tradier_close,430.0,45.3
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,170.0,39.25,0.9996,47.03,athena_mid,778.5,19.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,215.0,1.18,0.387,5.14,tradier_close,396.0,335.6
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,217.0,1.08,0.3477,4.88,tradier_close,380.0,351.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,209.0,4.3,0.6173,10.99,tradier_close,669.0,155.6
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,207.0,7.96,0.65,15.39,tradier_close,743.0,93.3
11,IWM,C,2024-07-11,2024-07-19,2024-09-30,81,8,220.0,2.86,0.3762,7.5,tradier_close,464.0,162.2
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,215.0,7.03,0.5111,13.26,tradier_close,623.0,88.6
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,225.0,4.89,0.3816,10.12,tradier_close,523.0,107.0
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,196.0,21.23,0.7619,29.06,tradier_close,783.0,36.9
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,285.0,0.3,0.045,0.85,tradier_close,55.0,183.3
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,190.0,30.61,0.7837,36.34,athena_mid,573.5,18.7
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,175.0,41.91,0.8494,52.0,tradier_close,1009.0,24.1
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,275.0,3.73,0.1364,6.68,athena_mid,295.0,79.1
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,235.0,0.03,0.0042,0.01,tradier_close,-2.0,-66.7
11,IWM,C,2024-07-11,2024-07-19,2024-07-24,13,8,207.0,3.08,0.7369,10.0,tradier_close,692.0,224.7
11,IWM,C,2024-07-11,2024-07-19,2024-07-25,14,8,196.0,15.02,0.9554,20.79,athena_mid,576.5,38.4
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,205.0,5.61,0.7542,12.79,tradier_close,718.0,128.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,217.0,0.82,0.3156,4.07,tradier_close,325.0,396.3
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,224.0,1.66,0.2966,5.41,tradier_close,375.0,225.9
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,210.0,7.61,0.588,14.36,tradier_close,675.0,88.7
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,205.0,12.19,0.6759,20.05,tradier_close,786.0,64.5
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,220.0,12.84,0.5209,19.7,tradier_close,686.0,53.4
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,230.0,8.9,0.4251,15.02,tradier_close,612.0,68.8
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,265.0,0.04,0.001,0.06,tradier_close,2.0,50.0
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,202.0,11.19,0.7577,18.65,tradier_close,746.0,66.7
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,240.0,0.33,0.1221,1.63,tradier_close,130.0,393.9
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,275.0,0.44,0.0316,0.99,tradier_close,55.0,125.0
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,204.0,16.27,0.6721,22.27,athena_mid,600.0,36.9
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,175.0,39.58,0.8802,47.43,tradier_close,785.0,19.8
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,186.0,28.92,0.8314,37.09,athena_mid,817.0,28.3
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,265.0,1.56,0.1126,3.1,tradier_close,154.0,98.7
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,295.0,0.47,0.0303,0.98,athena_mid,51.0,108.5
11,IWM,C,2024-07-11,2024-07-19,2026-12-18,890,8,215.0,31.75,0.6196,39.5,tradier_close,775.0,24.4
11,IWM,C,2024-07-11,2024-07-19,2024-07-22,11,8,180.0,30.13,0.9998,36.66,athena_mid,652.5,21.7
11,IWM,C,2024-07-11,2024-07-19,2024-10-18,99,8,198.0,15.32,0.7737,23.4,tradier_close,808.0,52.7
11,IWM,C,2024-07-11,2024-07-19,2024-12-20,162,8,176.0,39.22,0.9153,45.35,athena_mid,613.0,15.6
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,215.0,8.61,0.5262,15.26,tradier_close,665.0,77.2
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,208.0,19.35,0.6392,26.42,athena_mid,707.0,36.5
11,IWM,C,2024-07-11,2024-07-19,2025-06-20,344,8,245.0,5.73,0.303,9.2,athena_mid,346.5,60.5
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,145.0,73.4,0.9069,80.22,athena_mid,682.0,9.3
11,IWM,C,2024-07-11,2024-07-19,2026-01-16,554,8,270.0,4.74,0.2294,8.08,athena_mid,334.0,70.5
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,202.0,6.61,0.9074,14.7,tradier_close,809.0,122.4
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,213.0,0.55,0.4093,3.5,tradier_close,295.0,536.4
11,IWM,C,2024-07-11,2024-07-19,2024-07-23,12,8,210.0,1.54,0.5908,7.03,tradier_close,549.0,356.5
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,215.0,1.55,0.4112,6.29,tradier_close,474.0,305.8
11,IWM,C,2024-07-11,2024-07-19,2024-09-20,71,8,213.0,4.54,0.525,11.21,tradier_close,667.0,146.9
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,230.0,2.56,0.2842,6.54,tradier_close,398.0,155.5
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,205.0,14.8,0.6665,22.3,tradier_close,750.0,50.7
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,230.0,4.32,0.349,8.89,tradier_close,457.0,105.8
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,190.0,37.02,0.7473,44.11,athena_mid,709.0,19.2
11,IWM,C,2024-07-11,2024-07-19,2025-12-19,526,8,280.0,3.21,0.1209,6.11,tradier_close,290.0,90.3
11,IWM,C,2024-07-11,2024-07-19,2026-12-18,890,8,200.0,38.55,0.6915,46.13,tradier_close,758.0,19.7
11,IWM,C,2024-07-11,2024-07-19,2024-07-19,8,8,180.0,27.23,0.9998,36.5,tradier_close,927.0,34.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,193.0,18.56,0.9427,24.9,tradier_close,634.0,34.2
11,IWM,C,2024-07-11,2024-07-19,2024-08-02,22,8,204.0,6.25,0.7807,13.65,athena_mid,740.5,118.5
11,IWM,C,2024-07-11,2024-07-19,2024-08-09,29,8,203.0,7.5,0.8027,15.9,tradier_close,840.0,112.0
11,IWM,C,2024-07-11,2024-07-19,2024-08-16,36,8,219.0,1.17,0.3098,4.78,tradier_close,361.0,308.5
11,IWM,C,2024-07-11,2024-07-19,2024-08-23,43,8,225.0,0.63,0.1967,3.06,tradier_close,243.0,385.7
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,190.0,22.6,0.935,28.01,tradier_close,541.0,23.9
11,IWM,C,2024-07-11,2024-07-19,2024-08-30,50,8,212.0,4.19,0.5343,10.07,tradier_close,588.0,140.3
11,IWM,C,2024-07-11,2024-07-19,2024-11-15,127,8,204.0,12.83,0.6906,20.43,athena_mid,759.5,59.2
11,IWM,C,2024-07-11,2024-07-19,2024-12-31,173,8,222.0,7.14,0.4272,11.51,tradier_close,437.0,61.2
11,IWM,C,2024-07-11,2024-07-19,2025-01-17,190,8,224.0,5.95,0.4152,11.38,tradier_close,543.0,91.3
11,IWM,C,2024-07-11,2024-07-19,2025-03-21,253,8,175.0,39.6,0.884,48.72,athena_mid,912.0,23.0
11,IWM,C,2024-07-11,2024-07-19,2025-03-31,263,8,201.0,21.15,0.6973,28.04,athena_mid,688.5,32.6
